PDB,label,year,resolution,type,operation,data
1yt9,8.301029995663981,2005,3.00,IC50,=,0.005uM
1zzl,8.301029995663981,2005,2.00,IC50,=,5.0nM
2aeb,8.301029995663981,2005,1.29,Kd,=,5nM
2cen,8.301029995663981,2007,1.70,Ki,=,5nM
2gv2,8.301029995663981,2006,1.80,IC50,=,5nM
2hrp,8.301029995663981,1997,2.20,Kd,=,5nM
2imd,8.301029995663981,2007,1.60,Kd,=,5nM
2iqg,8.301029995663981,2007,1.70,IC50,=,5nM
2nv7,8.301029995663981,2007,2.10,IC50,=,5nM
2pe1,8.301029995663981,2007,2.14,IC50,=,5nM
2pll,8.301029995663981,2007,1.90,Kd,=,5nM
2pvk,8.301029995663981,2008,1.90,Ki,=,5nM
2qmd,8.301029995663981,2008,1.65,IC50,=,5nM
2rd6,8.301029995663981,2008,2.30,Ki,=,5nM
2rfn,8.301029995663981,2007,2.50,IC50,=,5nM
2rku,8.301029995663981,2008,1.95,IC50,=,5.0nM
2v7a,8.301029995663981,2007,2.50,Kd,=,0.005uM
2v95,8.301029995663981,2007,1.93,Kd,=,5.0nM
2x81,8.301029995663981,2010,2.91,IC50,=,5nM
2ydj,8.301029995663981,2012,1.85,IC50,=,5nM
2yoj,8.301029995663981,2013,1.76,IC50,=,5nM
3atu,8.301029995663981,2011,1.65,Kd,=,5.00nM
3bc5,8.301029995663981,2008,2.27,IC50,=,5nM
3bjm,8.301029995663981,2008,2.35,Kd,=,5nM
3cid,8.301029995663981,2008,1.80,IC50,=,5nM
3d20,8.301029995663981,2008,1.05,Ki,=,5nM
3fqe,8.301029995663981,2009,2.50,Ki,=,5nM
3fyj,8.301029995663981,2009,3.80,IC50,=,5nM
3g0d,8.301029995663981,2010,2.39,IC50,=,5nM
3g0g,8.301029995663981,2010,2.45,IC50,=,5nM
3g86,8.301029995663981,2009,2.20,IC50,=,5nM
3gjw,8.301029995663981,2010,2.30,Ki,=,5nM
3gn7,8.301029995663981,2010,2.50,Ki,=,5nM
3h5s,8.301029995663981,2009,2.00,IC50,=,5nM
3h98,8.301029995663981,2009,1.90,IC50,=,5nM
3hku,8.301029995663981,2009,1.80,Ki,=,5nM
3hvi,8.301029995663981,2009,1.20,Ki,=,5nM
3jy0,8.301029995663981,2009,2.40,Ki,=,5nM
3lxl,8.301029995663981,2010,1.74,IC50,=,5nM
3ly2,8.301029995663981,2010,2.60,IC50,=,5nM
3ocb,8.301029995663981,2010,2.70,IC50,=,5nM
3oct,8.301029995663981,2010,1.95,IC50,=,5nM
3ot3,8.301029995663981,2010,1.44,IC50,=,5nM
3rvg,8.301029995663981,2012,2.50,IC50,=,5nM
3skf,8.301029995663981,2011,3.00,IC50,=,5nM
3tyq,8.301029995663981,2012,1.60,IC50,=,5nM
3zps,8.301029995663981,2013,1.55,Ki,=,5.0nM
4afg,8.301029995663981,2012,2.00,Ki,=,5nM
4az3,8.301029995663981,2012,2.04,IC50,=,0.005uM
4bea,8.301029995663981,2013,2.57,Kd,=,5.0nM
4cpa,8.301029995663981,1982,2.50,Kd,=,5nM
4cwr,8.301029995663981,2014,2.00,Ki,=,0.005uM
4dus,8.301029995663981,2012,2.50,IC50,=,5.0nM
4ejn,8.301029995663981,2012,2.19,IC50,=,5nM
4elb,8.301029995663981,2013,2.60,Ki,=,5.0nM
4emv,8.301029995663981,2012,1.70,IC50,=,0.005uM
4fob,8.301029995663981,2012,1.90,IC50,=,5nM
4gfn,8.301029995663981,2013,1.90,Ki,=,5nM
4gtq,8.301029995663981,2012,2.60,IC50,<,5nM
4gtr,8.301029995663981,2012,2.20,IC50,<,5nM
4hgs,8.301029995663981,2012,2.40,IC50,=,5nM
4i6f,8.301029995663981,2013,2.90,IC50,=,5nM
4i6h,8.301029995663981,2013,1.91,IC50,=,5nM
4jps,8.301029995663981,2014,2.20,IC50,=,0.005uM
4jzd,8.301029995663981,2013,2.20,IC50,=,5nM
4kcg,8.301029995663981,2014,2.09,IC50,=,5nM
4l4l,8.301029995663981,2014,2.12,IC50,=,0.005uM
4lwu,8.301029995663981,2014,1.14,IC50,=,0.005uM
4n1u,8.301029995663981,2014,1.60,IC50,=,5.0nM
4nus,8.301029995663981,2014,2.39,IC50,=,5nM
4o0b,8.301029995663981,2014,1.93,Ki,=,5nM
4o5b,8.298432014944073,2014,2.37,IC50,=,5.03nM
4ohk,8.301029995663981,2014,2.80,IC50,=,5nM
4olh,8.301029995663981,2014,2.40,IC50,=,5nM
4qo4,8.301029995663981,2014,1.70,IC50,=,5nM
4rx7,8.301029995663981,2015,1.80,IC50,=,5nM
4wki,8.301029995663981,2014,1.60,IC50,=,5nM
4x6p,8.301029995663981,2015,1.93,Ki,=,5nM
4xhk,8.301029995663981,2015,1.90,IC50,=,5nM
4zy6,8.301029995663981,2015,2.15,Ki,=,5nM
5am3,8.301029995663981,2015,2.20,IC50,=,0.005uM
5buj,8.301029995663981,2015,1.85,IC50,=,0.005uM
5bvo,8.301029995663981,2015,1.98,IC50,=,0.005uM
5cxh,8.301029995663981,2015,1.90,IC50,=,5nM
1rgj,8.309803919971486,2003,NMR,IC50,=,4.9nM
2hs2,8.309803919971486,2006,1.22,Ki,=,4.9nM
3dc3,8.309803919971486,2009,1.70,Ki,=,4.9nM
3i8w,8.309803919971486,2009,1.70,Ki,=,4.9nM
4acd,8.309803919971486,2012,2.60,Ki,=,4.9nM
4csj,8.309803919971486,2014,2.30,IC50,=,4.9nM
4ddl,8.309803919971486,2012,2.07,IC50,=,4.9nM
2dq7,8.318758762624412,2006,2.80,IC50,=,4.8nM
2fdd,8.318758762624412,2006,1.58,IC50,=,4.8nM
2gj5,8.324221658325914,2007,2.40,Kd,=,4.74nM
2qtb,8.318758762624412,2007,2.25,IC50,=,4.8nM
2xhr,8.318758762624412,2010,2.20,Kd,=,4.8nM
2yi7,8.318758762624412,2012,1.40,Kd,=,4.8nM
3qak,8.323306390375134,2011,2.71,Ki,=,4.75nM
3tv6,8.318758762624412,2011,3.30,IC50,=,4.8nM
4bbg,8.318758762624412,2013,2.75,Ki,=,4.8nM
4gih,8.318758762624412,2013,2.00,Ki,=,0.0048uM
4jwk,8.319664486585436,2013,1.87,Kd,=,4.79nM
4kin,8.318758762624412,2013,1.97,IC50,=,4.8nM
4pee,8.318758762624412,2014,1.95,Ki,=,4.8nM
5a3u,8.318758762624412,2015,3.30,IC50,=,4.8nM
5c2a,8.318758762624412,2015,2.00,Ki,=,4.8nM
1hwr,8.327902142064282,1999,1.80,Ki,=,4.70nM
1u9q,8.327902142064282,2005,2.30,IC50,=,4.7nM
2wj2,8.327902142064282,2009,2.55,Ki,=,4.7nM
3ns7,8.329754146925875,2011,2.60,Ki,=,4.68nM
3sdi,8.327902142064282,2012,2.65,IC50,=,4.7nM
3sw2,8.326979092871104,2011,2.42,Ki,=,4.71nM
4eev,8.327902142064282,2013,1.80,IC50,=,4.7nM
4htx,8.327902142064282,2013,1.90,IC50,=,4.7nM
4i33,8.327902142064282,2013,1.90,IC50,=,4.7nM
4z1k,8.327902142064282,2015,1.35,Ki,=,4.7nM
1bzy,8.337242168318426,1999,2.00,Kd,=,4.6nM
1uwb,8.337242168318426,1997,3.20,IC50,=,4.6nM
2qci,8.337242168318426,2008,1.20,Ki,=,4.6nM
2wxl,8.337242168318426,2010,1.99,IC50,=,4.6nM
2xye,8.337242168318426,2011,2.00,Ki,=,4.6nM
3ay9,8.341988603342887,2011,1.75,Kd,=,4.55nM
3f82,8.337242168318426,2009,2.50,Ki,=,4.6nM
3lj7,8.337242168318426,2010,2.30,IC50,=,4.6nM
3npc,8.337242168318426,2010,2.35,Kd,=,4.6nM
4yhf,8.337242168318426,2015,2.20,IC50,=,4.6nM
1h23,8.346787486224656,2002,2.15,Ki,=,4.5nM
1mj7,8.346787486224656,2003,2.25,Kd,=,4.50nM
2uwd,8.346787486224656,2007,1.90,Kd,=,4.5nM
2zxa,8.349692476868064,2009,2.57,Ki,=,4.47nM
3bgl,8.346787486224656,2008,2.23,IC50,=,4.5nM
3m6p,8.346787486224656,2011,2.00,Kd,=,4.5nM
3nu5,8.346787486224656,2010,1.29,Ki,=,4.5nM
4bf6,8.346787486224656,2014,1.82,Ki,=,4.5nM
4mvh,8.346787486224656,2013,2.50,IC50,=,4.5nM
4yml,8.346787486224656,2015,1.75,Ki,=,4.5nM
9hvp,8.346787486224656,1992,2.80,Ki,=,4.5nM
1bb0,8.356547323513812,1999,2.10,Ki,=,4.4nM
1d4j,8.356547323513812,2002,1.81,Ki,=,4.40nM
3d83,8.356547323513812,2008,1.90,Ki,=,4.4nM
3g45,8.356547323513812,2010,2.63,IC50,=,4.4nM
3kek,8.356547323513812,2010,1.97,Ki,=,4.4nM
3oj8,8.356547323513812,2011,1.90,Kd,=,4.4nM
3r7o,8.356547323513812,2012,2.30,Kd,=,4.4nM
3wiz,8.356547323513812,2013,2.45,IC50,=,4.4nM
4e6q,8.356547323513812,2012,1.95,Ki,=,4.4nM
4g3f,8.356547323513812,2012,1.64,Ki,=,4.4nM
4gzf,8.356547323513812,2013,2.05,IC50,=,4.4nM
4k19,8.356547323513812,2013,2.74,Kd,=,4.4nM
4lts,8.356547323513812,2013,1.69,IC50,=,4.4nM
4y2b,8.356547323513812,2015,2.20,IC50,=,4.4nM
5dls,8.356547323513812,2015,2.15,IC50,=,4.4nM
1ouy,8.366531544420413,2003,2.50,IC50,=,4.3nM
2fjp,8.366531544420413,2006,2.40,IC50,=,4.3nM
2nmy,8.366531544420413,2007,1.10,Ki,=,4.3nM
2nmz,8.366531544420413,2007,0.97,Ki,=,4.3nM
2nnk,8.366531544420413,2007,1.25,Ki,=,4.3nM
2nnp,8.366531544420413,2007,1.20,Ki,=,4.3nM
2xdw,8.366531544420413,2010,1.35,Ki,=,4.3nM
3h0z,8.366531544420413,2009,2.92,IC50,=,4.3nM
3q6k,8.366531544420413,2011,2.52,Kd,=,4.3nM
3t1a,8.366531544420413,2011,2.40,Ki,=,4.3nM
3tcp,8.366531544420413,2012,2.69,Ki,=,4.3nM
3wyx,8.366531544420413,2015,2.90,IC50,=,4.3nM
4bao,8.367542707815275,2013,1.87,Ki,=,4.29nM
4v24,8.366531544420413,2014,1.80,Ki,=,4.3nM
4ye3,8.366531544420413,2015,1.35,Ki,=,4.3nM
1k21,8.3767507096021,2002,1.86,Ki,=,4.2nM
1mu6,8.3767507096021,2004,1.99,Ki,=,4.2nM
3hab,8.3767507096021,2009,2.10,IC50,=,4.2nM
3qkd,8.3767507096021,2011,2.02,Kd,=,4.2nM
3zpu,8.3767507096021,2013,1.80,Ki,=,4.2nM
4a6b,8.3767507096021,2012,1.80,Ki,=,4.2nM
4ere,8.3767507096021,2012,1.80,IC50,=,4.2nM
4g3e,8.3767507096021,2012,2.50,Ki,=,4.2nM
4xv1,8.3767507096021,2015,2.47,IC50,=,0.0042uM
5d21,8.3767507096021,2015,1.90,Kd,=,4.2nM
1it6,8.387216143280265,2002,2.00,Ki,=,4.1nM
1lzq,8.387216143280265,2003,2.20,Ki,=,4.1nM
1x7b,8.387216143280265,2005,2.30,IC50,=,4.1nM
3dpk,8.387216143280265,2009,1.95,IC50,=,4.1nM
4p1r,8.387216143280265,2014,2.24,IC50,=,4.1nM
4qyg,8.387216143280265,2014,1.75,IC50,=,4.1nM
1a4g,8.397940008672037,1999,2.20,IC50,=,0.004uM
1aaq,8.397940008672037,1994,2.50,Ki,=,4.0nM
1b6m,8.397940008672037,2000,1.85,Ki,=,4nM
1fd0,8.397940008672037,2002,1.38,Kd,=,4nM
1fq5,8.397940008672037,2000,2.40,Ki,=,4.0nM
1fzk,8.397940008672037,2001,1.70,Kd,=,4nM
1jil,8.397940008672037,2001,2.20,IC50,=,4nM
1k22,8.397940008672037,2002,1.93,Ki,=,4nM
1mtr,8.397940008672037,1996,1.75,Ki,=,4nM
1nd5,8.397940008672037,2002,2.90,IC50,=,4nM
1o47,8.397940008672037,2004,1.80,IC50,=,4nM
1q3w,8.397940008672037,2003,2.30,IC50,=,4nM
1s64,8.397940008672037,2004,2.55,Ki,=,4nM
1w4l,8.397940008672037,2004,2.16,IC50,=,4nM
1w5x,8.397940008672037,2004,1.90,Ki,=,4.0nM
1w7x,8.397940008672037,2005,1.80,Ki,=,0.004uM
1z1h,8.397940008672037,2005,1.85,Ki,=,4nM
1zpa,8.397940008672037,2005,2.02,Ki,=,4nM
2al5,8.397940008672037,2005,1.65,Ki,=,4nM
2baj,8.397940008672037,2005,2.25,Kd,=,4.0nM
2j95,8.397940008672037,2007,2.01,Ki,=,4nM
2oic,8.397940008672037,2007,2.40,IC50,=,4nM
2oqv,8.397940008672037,2007,2.80,Ki,=,4nM
2ovy,8.397940008672037,2007,1.80,Ki,=,4nM
2pe2,8.397940008672037,2007,2.13,IC50,=,4nM
2qbp,8.397940008672037,2008,2.50,Ki,=,0.004uM
2rl5,8.397940008672037,2008,2.65,IC50,=,4nM
2uwl,8.397940008672037,2007,1.90,Ki,=,4nM
2vsl,8.397940008672037,2008,2.10,Ki,=,4nM
2xyn,8.397940008672037,2010,2.81,Kd,=,4nM
2y82,8.397940008672037,2011,2.20,Ki,=,4nM
2zda,8.397940008672037,2008,1.73,Ki,=,4nM
3b68,8.397940008672037,2008,1.90,Ki,=,4nM
3bl7,8.397940008672037,2008,2.31,IC50,=,4nM
3coh,8.397940008672037,2009,2.70,IC50,=,4nM
3d0e,8.397940008672037,2008,2.00,Ki,=,4nM
3efw,8.397940008672037,2008,2.29,IC50,=,4nM
3ekn,8.397940008672037,2008,2.20,IC50,=,4nM
3el9,8.397940008672037,2009,1.60,Kd,=,4.00nM
3eos,8.397940008672037,2009,1.78,Ki,=,4nM
3frg,8.400116927926312,2010,1.70,IC50,=,3.98nM
3gz9,8.397940008672037,2009,2.00,IC50,=,4nM
3k9x,8.397940008672037,2009,1.90,IC50,=,4nM
3kwz,8.397940008672037,2010,1.49,IC50,=,4nM
3nrm,8.397940008672037,2010,3.05,IC50,=,4nM
3ook,8.397940008672037,2011,2.29,IC50,=,4nM
3qrj,8.397940008672037,2011,1.82,IC50,=,4nM
3qxv,8.397940008672037,2011,2.50,Kd,=,4nM
3r2b,8.397940008672037,2011,2.90,IC50,=,4nM
3s4q,8.397940008672037,2012,2.27,IC50,=,4nM
3s74,8.397940008672037,2011,1.40,Kd,=,4nM
3str,8.402304814074487,2011,1.75,Ki,=,3.96nM
3sww,8.397940008672037,2011,2.00,Ki,=,4nM
3ttz,8.397940008672037,2011,1.63,IC50,=,4nM
3u4w,8.397940008672037,2012,1.90,IC50,<,0.004uM
3vap,8.397940008672037,2012,2.66,IC50,<,4nM
3zxz,8.397940008672037,2011,1.80,Ki,=,0.004uM
4aoi,8.397940008672037,2012,1.90,Ki,=,0.004uM
4at3,8.397940008672037,2012,1.77,IC50,=,0.004uM
4b8o,8.397940008672037,2013,2.08,Kd,=,4.0nM
4bck,8.397940008672037,2013,2.05,Ki,=,4nM
4bgh,8.397940008672037,2013,1.95,IC50,=,4nM
4c61,8.397940008672037,2014,2.45,IC50,=,0.004uM
4cnh,8.397940008672037,2014,1.90,Ki,=,4.0nM
4dk5,8.397940008672037,2012,2.95,Ki,=,4nM
4fzc,8.397940008672037,2012,2.80,IC50,=,4nM
4jai,8.397940008672037,2013,3.20,IC50,=,4nM
4jsr,8.397940008672037,2013,1.70,IC50,=,0.004uM
4l52,8.397940008672037,2013,2.54,IC50,=,4nM
4lxk,8.397940008672037,2013,2.05,IC50,=,4nM
4mqu,8.397940008672037,2014,2.22,IC50,=,0.004uM
4nh7,8.397940008672037,2014,2.00,Ki,=,4nM
4nw6,8.397940008672037,2014,1.74,IC50,=,4nM
4px6,8.397940008672037,2014,1.60,IC50,=,4nM
4ra5,8.397940008672037,2014,2.61,IC50,=,4nM
4rcf,8.397940008672037,2014,1.78,IC50,=,4nM
4ual,8.397940008672037,2014,1.71,Ki,=,4nM
4uro,8.397940008672037,2014,2.59,IC50,<,4nM
4uyn,8.397940008672037,2014,1.90,IC50,=,4nM
4x7k,8.397940008672037,2015,1.80,IC50,=,4nM
4z3v,8.397940008672037,2015,1.60,IC50,=,4nM
5ccm,8.397940008672037,2015,2.30,IC50,=,4nM
5cs2,8.397940008672037,2015,1.65,IC50,=,0.004uM
5d9k,8.397940008672037,2015,2.55,IC50,=,0.004uM
5em6,8.397940008672037,2015,2.78,Ki,=,0.004uM
1e4h,8.4089353929735,2000,1.80,Kd,=,3.9nM
1g48,8.4089353929735,2000,1.86,Kd,=,3.9nM
1i9p,8.4089353929735,2001,1.92,Kd,=,3.9nM
1i9q,8.4089353929735,2001,1.80,Kd,=,3.9nM
1w96,8.4089353929735,2005,1.80,Kd,=,3.9nM
2am9,8.4089353929735,2006,1.64,IC50,=,3.9nM
2w6c,8.4089353929735,2009,2.69,IC50,=,3.9nM
3mvm,8.4089353929735,2010,2.00,IC50,=,3.9nM
3oxc,8.4089353929735,2010,1.16,Ki,=,3.9nM
4agd,8.4089353929735,2012,2.81,Ki,=,3.9nM
4ngt,8.411168274405792,2014,2.31,Ki,=,3.88nM
5ak2,8.4089353929735,2015,2.19,IC50,=,0.0039uM
1bwb,8.42021640338319,1998,1.80,Ki,=,3.8nM
1htg,8.42021640338319,1994,2.00,IC50,=,3.8nM
1i9o,8.42021640338319,2001,1.86,Kd,=,3.8nM
2g5p,8.42021640338319,2006,2.40,Ki,=,3.8nM
2isc,8.42021640338319,2007,2.70,Kd,=,3.8nM
4ezj,8.42021640338319,2013,2.67,IC50,=,3.8nM
4hbp,8.42021640338319,2013,2.91,IC50,=,3.8nM
4ksy,8.421360790031928,2013,1.88,Kd,=,3.79nM
4wa9,8.42021640338319,2015,2.20,Ki,=,3800pM
5c4s,8.42021640338319,2015,2.23,IC50,=,3.8nM
1jje,8.431798275933005,2001,1.80,IC50,=,3.7nM
2c8w,8.431798275933005,2006,1.96,IC50,=,3.7nM
2xbv,8.431798275933005,2010,1.66,Kd,=,3.7nM
2za5,8.431798275933005,2008,2.30,Ki,=,3.7nM
3nhi,8.431798275933005,2010,1.43,Kd,=,3.7nM
3qlb,8.431798275933005,2011,3.26,Kd,=,3.7nM
3tam,8.431798275933005,2011,2.51,Ki,=,3.7nM
3u7s,8.431798275933005,2012,2.05,Ki,=,3.7nM
4cqe,8.431798275933005,2014,2.30,IC50,=,3.7nM
4g3g,8.431798275933005,2012,2.50,Ki,=,3.7nM
4y8x,8.431798275933005,2015,1.90,Ki,=,3.7nM
4zk5,8.431798275933005,2015,2.89,IC50,=,3.7nM
1bmn,8.443697499232712,1996,2.80,Ki,=,3.6nM
1ynd,8.443697499232712,2005,1.60,IC50,=,3.6nM
2rf2,8.443697499232712,2008,2.40,IC50,=,3.6nM
2vc9,8.443697499232712,2008,2.36,Kd,=,3.6nM
2xyf,8.443697499232712,2011,1.80,Ki,=,3.6nM
3uhm,8.443697499232712,2012,1.26,IC50,=,3.6nM
3w1f,8.435333935747911,2013,2.70,IC50,=,3.67nM
4bbe,8.443697499232712,2012,1.90,IC50,=,3.6nM
4zae,8.443697499232712,2015,1.86,Ki,=,3.6nM
1jq9,8.447331783887806,2002,1.80,Kd,=,3.57nM
1a3e,8.455931955649724,1998,1.85,Kd,=,3.5nM
1bgo,8.455931955649724,1999,2.30,Ki,=,3.5nM
1iht,8.455931955649724,1994,2.10,Ki,=,3.5nM
1ld8,8.455931955649724,2002,1.80,IC50,=,3.5nM
1u3q,8.455931955649724,2005,2.40,IC50,=,3.5nM
1u9w,8.455931955649724,2005,2.30,IC50,=,3.5nM
2mip,8.455931955649724,1993,2.20,IC50,<=,3.5nM
2oh4,8.455931955649724,2007,2.05,IC50,=,3.5nM
3bx5,8.455931955649724,2008,2.40,IC50,=,3.5nM
3kdd,8.462180904926726,2010,1.80,Kd,=,3.45nM
3kl6,8.455931955649724,2009,1.45,IC50,=,3.5nM
3nam,8.455931955649724,2010,3.10,Kd,=,3.5nM
3q2g,8.455931955649724,2011,2.30,IC50,=,3.5nM
4css,8.455931955649724,2015,1.07,Kd,=,3.5nM
4he9,8.455931955649724,2013,1.06,Ki,=,3.5nM
4lge,8.455931955649724,2013,1.55,IC50,=,3.5nM
4u01,8.455931955649724,2015,2.80,IC50,=,0.0035uM
1qkn,8.468521082957745,2000,2.25,IC50,=,3.4nM
2ds1,8.468521082957745,2007,2.00,IC50,=,3.4nM
2oag,8.468521082957745,2007,2.30,Ki,=,3.4nM
2qo8,8.468521082957745,2008,1.40,Ki,=,3.4nM
2wei,8.468521082957745,2009,1.65,IC50,=,3.4nM
3b28,8.468521082957745,2011,1.35,Kd,=,0.0034uM
3bhb,8.468521082957745,2008,2.20,IC50,=,3.4nM
3zln,8.468521082957745,2013,2.29,Kd,=,3.4nM
1i9l,8.481486060122112,2001,1.93,Kd,=,3.3nM
1i9m,8.481486060122112,2001,1.84,Kd,=,3.3nM
1w5y,8.481486060122112,2004,1.90,Ki,=,3.3nM
2hs1,8.481486060122112,2006,0.84,Ki,=,3.3nM
2p3b,8.481486060122112,2007,2.10,Ki,=,3.3nM
2r5p,8.481486060122112,2007,2.30,Ki,=,3.3nM
2uxz,8.481486060122112,2008,1.75,Ki,=,3.3nM
2yix,8.481486060122112,2011,2.30,Kd,=,3.3nM
3b1m,8.481486060122112,2011,1.60,Ki,=,3.3nM
3eqs,8.481486060122112,2009,1.65,Kd,=,3.3nM
3n3j,8.481486060122112,2011,1.50,Ki,=,3.3nM
3wqh,8.481486060122112,2015,2.85,IC50,=,3.3nM
4jpa,8.481486060122112,2014,2.00,IC50,=,3.3nM
4nvq,8.481486060122112,2014,2.03,IC50,=,3.3nM
4o0v,8.481486060122112,2014,2.80,Ki,=,3.3nM
5ap2,8.481486060122112,2015,2.80,IC50,=,3.3nM
1akt,8.494850021680094,1998,1.80,Kd,=,3.2nM
1ec0,8.494850021680094,2002,1.79,Ki,=,3.2nM
2g5u,8.494850021680094,2006,1.80,Kd,=,3.2nM
2ieo,8.494850021680094,2006,1.53,Ki,=,3.2nM
2ihq,8.494850021680094,2006,2.00,Ki,=,3.2nM
2oqi,8.494850021680094,2007,2.80,Ki,=,3.2nM
3gfe,8.494850021680094,2009,2.10,IC50,=,3.2nM
3pp1,8.494850021680094,2011,2.70,IC50,=,3.2nM
3s45,8.489454989793387,2012,1.51,Ki,=,3.24nM
3wyy,8.494850021680094,2015,3.05,IC50,=,3.2nM
4a22,8.494850021680094,2011,1.90,IC50,=,3.2nM
4ehe,8.494850021680094,2013,3.30,IC50,=,3.2nM
4hdf,8.494850021680094,2013,1.29,Ki,=,3.2nM
4m2r,8.494850021680094,2013,1.99,Ki,=,3.2nM
4mwu,8.489454989793387,2013,1.80,IC50,=,3.24nM
7upj,8.494850021680094,1997,2.00,Ki,=,3.2nM
3d3p,8.500312917381596,2009,1.75,IC50,=,3.16nM
3qd0,8.500312917381596,2011,1.99,IC50,=,3.16nM
1cr6,8.508638306165727,1999,2.80,Ki,=,3.1nM
1d8m,8.508638306165727,2000,2.44,IC50,=,3.1nM
1g05,8.508638306165727,2001,2.45,IC50,=,3.1nM
1qpl,8.508638306165727,1999,2.90,IC50,=,3.1nM
2rg5,8.508638306165727,2008,2.40,IC50,=,3.1nM
2vh0,8.508638306165727,2008,1.70,Ki,=,3.1nM
3i25,8.508638306165727,2010,2.10,Ki,=,3.1nM
3tia,8.505845405981557,2011,1.80,IC50,=,3.12nM
3u8j,8.508638306165727,2011,2.35,Ki,=,3.1nM
3uol,8.508638306165727,2012,2.40,IC50,=,3.1nM
3zpt,8.508638306165727,2013,1.54,Ki,=,3.1nM
4nk9,8.508638306165727,2013,2.57,Kd,=,3.1nM
1b6p,8.522878745280337,2000,2.00,Ki,=,3nM
1d7x,8.522878745280337,2000,2.00,IC50,=,3nM
1fcy,8.522878745280337,2000,1.30,Kd,=,3nM
1hbj,8.522878745280337,2001,2.50,IC50,=,3.0nM
1i5r,8.522878745280337,2003,1.60,Ki,=,3.0nM
1jij,8.522878745280337,2001,3.20,IC50,=,3nM
1jk7,8.522878745280337,2001,1.90,IC50,=,3nM
1nfx,8.522878745280337,2003,2.15,Ki,=,3.0nM
1o44,8.522878745280337,2004,1.70,IC50,=,3nM
1oit,8.522878745280337,2003,1.60,IC50,<,0.003uM
1q6p,8.522878745280337,2003,2.30,IC50,=,3nM
1r78,8.522878745280337,2004,2.00,IC50,=,3nM
1rhu,8.522878745280337,2004,2.51,IC50,=,3.00nM
1rp7,8.522878745280337,2004,2.09,Ki,=,0.003uM
1sps,8.522878745280337,1994,2.70,Kd,=,3nM
1ta2,8.522878745280337,2004,2.30,Ki,=,3nM
1urw,8.522878745280337,2004,1.60,IC50,<,0.003uM
1w14,8.522878745280337,2008,2.20,Ki,=,3nM
1xkk,8.522878745280337,2004,2.40,Ki,=,3nM
2b1p,8.522878745280337,2006,1.90,IC50,=,3nM
2boh,8.522878745280337,2006,2.20,Ki,=,3nM
2bqw,8.522878745280337,2006,2.95,Ki,=,3nM
2bxt,8.522878745280337,2006,1.83,Ki,=,3nM
2fs9,8.522878745280337,2006,2.30,Ki,=,3nM
2fvd,8.522878745280337,2006,1.85,Ki,=,3nM
2gbi,8.522878745280337,2006,3.30,Ki,=,3nM
2hfp,8.522878745280337,2006,2.00,IC50,=,3nM
2oc2,8.522878745280337,2007,2.25,Ki,=,3nM
2ow3,8.522878745280337,2008,2.80,IC50,=,3nM
2q64,8.522878745280337,2008,2.50,Kd,=,3.0nM
2qmf,8.522878745280337,2008,1.75,IC50,=,3nM
2qu6,8.522878745280337,2007,2.10,Ki,=,3nM
2v11,8.522878745280337,2007,3.10,IC50,=,3nM
2vaq,8.522878745280337,2008,3.01,IC50,=,3nM
2vf6,8.522878745280337,2007,2.10,IC50,=,3nM
2vnm,8.522878745280337,2008,1.79,IC50,=,3nM
2vtp,8.522878745280337,2008,2.15,IC50,=,3nM
2vvc,8.522878745280337,2009,1.95,Ki,=,3nM
2vw5,8.522878745280337,2008,1.90,Kd,=,3nM
2w1g,8.522878745280337,2009,2.71,IC50,=,3nM
2wn9,8.522878745280337,2009,1.75,Kd,=,3.0nM
2wxp,8.522878745280337,2010,2.30,IC50,=,3nM
2xa4,8.522878745280337,2010,2.04,IC50,=,3nM
2xbj,8.522878745280337,2011,2.30,IC50,=,0.003uM
2xfk,8.522878745280337,2010,1.80,IC50,=,3nM
3cic,8.522878745280337,2008,1.75,IC50,=,3nM
3dcv,8.522878745280337,2008,2.70,IC50,=,3nM
3dya,8.522878745280337,2008,2.30,IC50,=,3nM
3h5u,8.522878745280337,2009,1.95,IC50,=,3nM
3hvh,8.522878745280337,2009,1.30,Ki,=,3nM
3hvk,8.522878745280337,2009,1.30,Ki,=,3nM
3i0r,8.522878745280337,2009,2.98,IC50,=,3nM
3ia6,8.522878745280337,2009,2.31,IC50,=,3nM
3jzo,8.522878745280337,2009,1.80,Kd,=,3nM
3k84,8.522878745280337,2009,2.25,Ki,=,0.003uM
3lpi,8.522878745280337,2010,2.05,Ki,=,3nM
3m2w,8.522878745280337,2010,2.41,IC50,<,3nM
3ml5,8.522878745280337,2011,2.05,Ki,=,3.0nM
3n23,8.522878745280337,2011,4.60,Kd,=,3nM
3ns9,8.522878745280337,2010,1.78,IC50,=,3nM
3ocg,8.522878745280337,2010,2.21,IC50,=,3nM
3pa4,8.522878745280337,2010,1.59,IC50,=,3nM
3psb,8.522878745280337,2011,3.40,IC50,=,3nM
3psd,8.522878745280337,2011,3.60,IC50,=,3nM
3sfc,8.522878745280337,2011,2.10,IC50,=,3nM
3spk,8.51999305704285,2011,1.24,IC50,=,3.02nM
3suu,8.522878745280337,2012,1.60,Ki,=,3nM
3sx4,8.522878745280337,2011,2.60,Ki,=,3nM
3t3v,8.522878745280337,2012,2.04,Ki,=,3nM
